carat,cut,color,clarity,depth,table,price,x,y,z
0.93,Ideal,E,SI1,62.8,56.0,4229,6.24,6.19,3.9
0.23,Ideal,E,VS2,62.6,57.0,543,3.92,3.88,2.44
0.41,Premium,H,VS1,62.0,56.0,1061,4.78,4.74,2.95
0.38,Very Good,D,VS2,58.8,61.0,871,4.72,4.77,2.79
1.01,Premium,G,VVS2,59.4,58.0,7366,6.53,6.51,3.93
1.41,Premium,H,VS2,61.2,60.0,8812,7.21,7.17,4.4
1.55,Ideal,G,VS2,61.6,55.0,14039,7.48,7.45,4.6
0.77,Very Good,I,SI2,60.8,56.0,2159,5.89,5.92,3.59
0.33,Premium,I,VVS2,62.2,59.0,579,4.41,4.47,2.76
1.01,Ideal,G,SI2,62.1,57.0,4350,6.48,6.44,4.01
0.72,Premium,E,VS2,61.1,59.0,2903,5.8,5.75,3.53
1.75,Premium,E,SI1,60.3,61.0,15394,7.82,7.74,4.69
1.21,Ideal,F,VS2,61.2,57.0,8452,6.87,6.82,4.19
1.53,Ideal,F,SI1,60.3,57.0,11820,7.52,7.45,4.51
0.91,Ideal,F,SI2,62.2,56.0,3746,6.17,6.14,3.83
0.42,Ideal,F,VS1,62.3,55.0,1103,4.79,4.77,2.98
1.21,Premium,I,SI1,61.6,58.0,5353,6.89,6.84,4.23
1.02,Ideal,G,SI1,62.2,57.0,4988,6.43,6.49,4.02
1.34,Ideal,I,SI2,61.3,55.0,5778,7.16,7.12,4.38
1.02,Premium,D,SI2,60.9,61.0,4381,6.39,6.31,3.87
0.23,Very Good,D,VVS1,59.7,58.0,458,3.97,4.04,2.39
1.33,Premium,G,VS1,60.2,60.0,9813,7.12,7.2,4.31
1.01,Premium,F,SI2,61.6,58.0,4497,6.45,6.4,3.96
0.56,Fair,E,SI2,64.5,61.0,1389,5.18,5.14,3.33
0.24,Ideal,D,VS1,62.6,57.0,687,3.92,4.0,2.48
0.37,Premium,H,SI1,60.4,59.0,666,4.63,4.58,2.78
0.94,Very Good,E,SI1,62.4,56.0,4661,6.24,6.27,3.9
0.43,Premium,G,VS1,61.8,59.0,1008,4.88,4.83,3.0
2.1,Ideal,H,SI2,63.0,57.0,16629,8.13,8.08,5.11
0.3,Ideal,G,SI2,60.6,56.0,405,4.35,4.4,2.65
0.57,Ideal,H,IF,62.2,56.0,2195,5.3,5.33,3.3
1.12,Premium,H,SI1,61.6,59.0,5266,6.63,6.67,4.1
0.81,Ideal,H,SI1,62.8,57.0,2482,5.95,5.92,3.73
1.2,Very Good,I,SI1,61.2,62.0,5226,6.75,6.84,4.16
0.53,Premium,E,VS2,58.5,61.0,1908,5.33,5.26,3.1
0.32,Ideal,F,IF,61.8,56.0,1204,4.4,4.44,2.73
1.13,Ideal,D,VS1,61.4,55.0,9448,6.72,6.74,4.13
1.21,Premium,H,SI1,59.5,58.0,6025,7.02,6.96,4.16
0.96,Premium,G,SI2,62.7,60.0,3215,6.29,6.11,3.89
0.58,Ideal,E,VS1,62.9,54.0,2192,5.34,5.31,3.35
0.51,Premium,I,SI1,62.7,59.0,984,5.06,5.09,3.18
1.34,Ideal,G,SI2,62.0,55.0,5358,7.06,7.03,4.37
1.2,Very Good,H,VS2,63.3,59.0,6833,6.78,6.74,4.28
0.33,Ideal,H,IF,62.1,55.0,1114,4.44,4.41,2.75
0.7,Very Good,F,SI1,63.1,60.0,2445,5.62,5.63,3.55
1.21,Very Good,H,SI1,59.6,60.0,7203,6.93,6.94,4.13
1.51,Very Good,F,SI1,62.8,59.0,11560,7.28,7.31,4.58
0.45,Very Good,D,SI1,61.0,59.0,927,4.94,5.0,3.03
1.03,Ideal,H,SI1,61.1,56.0,5418,6.5,6.53,3.98
0.53,Ideal,G,VS2,60.1,54.0,1607,5.31,5.3,3.19
0.71,Ideal,E,VS1,62.2,57.0,3081,5.74,5.7,3.56
0.71,Very Good,H,SI1,60.1,63.0,2258,5.72,5.69,3.43
0.3,Premium,G,VVS1,60.7,58.0,789,4.34,4.36,2.64
0.9,Very Good,H,VS2,62.6,57.0,4662,6.11,6.09,3.82
0.37,Ideal,G,IF,62.1,54.0,1056,4.6,4.64,2.87
1.5,Good,G,SI2,63.1,57.0,9116,7.25,7.29,4.59
1.0,Ideal,G,VS2,62.3,56.0,5824,6.38,6.36,3.97
0.54,Ideal,F,VS2,61.3,57.0,1572,5.28,5.25,3.23
0.33,Ideal,G,VVS2,61.5,56.0,965,4.49,4.45,2.75
0.73,Ideal,E,VS1,60.9,55.8,3660,5.8,5.85,3.55
1.11,Ideal,D,SI2,61.6,55.0,5648,6.66,6.62,4.09
0.92,Good,F,SI2,64.2,58.0,3340,6.11,6.14,3.93
0.7,Good,D,SI2,63.6,62.0,2247,5.61,5.55,3.55
0.7,Very Good,E,SI1,63.5,58.0,2592,5.65,5.62,3.58
0.71,Fair,I,VS2,61.6,67.0,1840,5.76,5.61,3.5
1.0,Very Good,G,VS2,63.5,59.0,5967,6.33,6.23,3.99
0.9,Fair,J,VS1,64.6,58.0,2964,6.12,6.06,3.93
0.29,Very Good,G,VS2,62.5,56.0,471,4.21,4.24,2.64
1.29,Ideal,G,VS2,61.3,57.0,9243,6.99,7.07,4.31
1.01,Very Good,E,SI1,60.8,59.0,6268,6.43,6.5,3.93
0.4,Premium,G,SI1,59.4,60.0,870,4.85,4.82,2.87
0.4,Very Good,E,SI2,62.1,60.0,644,4.65,4.69,2.9
0.92,Ideal,G,SI2,62.4,56.0,4068,6.21,6.23,3.88
0.36,Very Good,H,IF,60.8,57.0,865,4.58,4.6,2.79
0.31,Very Good,E,VVS1,60.4,61.0,725,4.34,4.4,2.64
0.51,Ideal,I,VS2,61.1,56.0,1437,5.16,5.18,3.16
0.9,Fair,F,VS2,64.4,53.0,4229,6.08,6.04,3.9
1.3,Ideal,H,VVS2,61.5,55.0,8954,7.07,7.03,4.34
2.13,Premium,H,SI2,62.3,57.0,17073,8.24,8.16,5.11
0.5,Fair,F,SI2,65.5,54.0,1031,5.06,4.92,3.25
2.03,Premium,I,VS2,58.5,60.0,16309,8.37,8.34,4.89
0.7,Very Good,E,VS2,61.8,59.0,2845,5.65,5.68,3.5
0.5,Premium,E,VS2,62.4,62.0,1629,5.07,5.03,3.15
0.57,Very Good,G,VS1,59.9,57.0,1934,5.38,5.47,3.25
0.9,Premium,G,VS2,61.8,60.0,4386,6.16,6.21,3.82
1.95,Very Good,H,SI1,62.9,58.0,14603,7.86,7.94,4.97
1.01,Very Good,I,SI1,60.1,59.0,5712,6.44,6.47,3.88
0.7,Premium,H,VVS1,60.9,60.0,2406,5.76,5.71,3.49
0.54,Ideal,F,SI1,61.5,55.0,1327,5.25,5.28,3.24
0.7,Fair,D,SI1,66.0,56.0,2093,5.45,5.52,3.62
0.71,Premium,D,VS2,62.1,60.0,3002,5.68,5.72,3.54
1.0,Ideal,D,SI1,60.2,57.0,4861,6.54,6.48,3.92
0.33,Very Good,D,VVS2,60.8,58.0,1050,4.47,4.48,2.72
0.7,Ideal,F,VS1,62.2,56.0,2792,5.73,5.68,3.55
0.41,Premium,G,SI1,61.3,58.0,923,4.8,4.76,2.93
1.32,Premium,F,VS1,61.7,59.0,10977,6.95,6.99,4.3
0.3,Ideal,D,VVS1,61.3,57.0,1000,4.29,4.32,2.64
0.31,Very Good,F,VVS1,60.7,58.0,767,4.36,4.4,2.66
2.11,Ideal,I,SI1,62.0,55.0,15282,8.23,8.18,5.09
0.42,Ideal,G,VVS1,61.7,55.0,1235,4.84,4.78,2.97
0.77,Ideal,J,VS2,61.9,54.0,2292,5.89,5.94,3.66
0.76,Premium,I,VS1,59.3,62.0,2753,5.93,5.85,3.49
0.73,Premium,D,SI2,62.4,58.0,2519,5.72,5.67,3.56
1.21,Ideal,H,VS1,62.7,56.0,6784,6.79,6.84,4.27
0.53,Very Good,F,VVS2,61.4,57.0,2175,5.2,5.22,3.2
0.42,Ideal,E,VVS1,59.7,56.0,1369,4.91,4.88,2.92
1.03,Premium,D,SI2,61.7,58.0,4679,6.47,6.5,4.0
1.01,Very Good,G,VS2,60.7,61.0,5759,6.42,6.46,3.91
1.0,Good,G,VVS1,63.8,60.0,7007,6.31,6.35,4.04
0.76,Ideal,F,VS2,61.9,57.0,3648,5.83,5.86,3.62
2.03,Ideal,I,SI1,62.9,57.0,15291,8.06,8.02,5.06
0.74,Fair,E,SI1,66.0,56.0,2069,5.6,5.67,3.72
1.6,Premium,F,SI2,61.8,57.0,6899,7.51,7.46,4.63
0.52,Ideal,F,VVS2,60.9,56.0,2489,5.19,5.23,3.17
1.08,Ideal,H,SI1,60.0,58.0,5867,6.69,6.66,4.01
0.4,Premium,H,VS1,62.7,56.0,1035,4.73,4.71,2.96
1.11,Premium,H,SI2,61.5,59.0,4212,6.61,6.56,4.05
0.57,Very Good,H,VVS2,60.2,56.0,1726,5.41,5.44,3.27
0.83,Very Good,H,SI1,62.5,59.0,2800,5.95,6.02,3.74
2.01,Very Good,F,SI2,63.3,59.0,11925,7.98,7.89,5.02
0.53,Premium,J,VS2,60.9,59.0,1122,5.27,5.2,3.19
0.52,Ideal,F,IF,61.5,57.0,2749,5.15,5.19,3.18
0.55,Premium,E,SI2,61.9,58.0,1273,5.24,5.2,3.23
2.28,Ideal,J,VS1,62.6,54.2,16592,8.37,8.41,5.25
0.7,Premium,J,SI1,61.6,58.0,1666,5.66,5.73,3.51
0.32,Ideal,F,VS2,62.6,57.0,707,4.41,4.37,2.75
1.24,Very Good,I,SI1,61.4,59.0,6075,6.86,6.92,4.23
0.72,Ideal,G,SI2,61.8,56.0,2501,5.72,5.76,3.55
0.43,Ideal,J,VS1,61.9,55.5,706,4.81,4.84,2.99
1.04,Very Good,F,VVS2,62.5,58.0,8785,6.37,6.46,4.01
0.31,Good,E,SI1,63.1,57.0,544,4.28,4.31,2.71
0.3,Ideal,G,SI1,62.3,56.0,432,4.29,4.32,2.68
0.58,Good,E,SI1,59.3,64.0,1336,5.48,5.42,3.23
0.41,Very Good,F,SI1,62.3,60.0,679,4.73,4.78,2.96
0.76,Ideal,I,VS2,61.8,58.0,2551,5.84,5.87,3.62
0.7,Fair,E,VS2,60.6,64.0,2697,5.77,5.62,3.45
0.51,Good,G,SI1,63.6,55.0,1220,5.03,5.06,3.21
1.13,Very Good,F,SI2,62.3,59.0,4282,6.65,6.68,4.15
0.7,Ideal,I,VVS2,62.5,54.0,2353,5.68,5.71,3.56
1.05,Premium,E,VS2,62.1,58.0,7056,6.54,6.5,4.05
1.5,Fair,F,SI2,64.7,59.0,7056,7.13,7.05,4.59
0.31,Ideal,D,VS2,61.5,56.0,942,4.37,4.34,2.68
0.43,Ideal,G,SI1,61.1,57.0,951,4.88,4.9,2.99
0.77,Good,H,SI1,57.2,65.0,2457,6.08,6.02,3.46
1.08,Ideal,G,VS1,61.0,56.0,7553,6.62,6.65,4.05
0.55,Premium,E,VS2,59.7,57.0,2112,5.39,5.36,3.21
1.0,Ideal,I,VS2,62.5,55.0,4511,6.41,6.36,4.0
1.5,Very Good,E,SI1,60.8,58.0,11688,7.32,7.36,4.46
0.53,Ideal,F,SI1,62.6,55.0,1359,5.17,5.22,3.25
0.9,Very Good,F,SI1,63.8,54.0,3699,6.09,6.13,3.9
0.54,Good,E,SI1,57.2,59.0,1323,5.37,5.32,3.06
1.0,Good,G,SI2,64.2,57.0,3906,6.25,6.27,4.02
0.52,Ideal,G,VVS2,61.8,57.0,1911,5.14,5.19,3.19
0.33,Ideal,E,VVS1,62.2,54.0,906,4.46,4.48,2.78
1.03,Ideal,E,VVS2,61.9,57.0,8811,6.46,6.5,4.01
0.73,Premium,F,VS1,62.7,56.0,2961,5.75,5.73,3.6
0.3,Ideal,I,SI2,62.0,54.0,348,4.31,4.34,2.68
0.31,Premium,H,VVS2,61.2,59.0,802,4.38,4.34,2.67
0.36,Ideal,E,VS2,61.9,56.0,1013,4.59,4.56,2.83
0.3,Very Good,D,SI1,62.3,57.0,524,4.26,4.31,2.67
1.0,Premium,G,VS2,61.9,58.0,6160,6.45,6.41,3.98
0.72,Good,E,VS2,60.8,62.0,3140,5.73,5.78,3.5
0.75,Ideal,D,VS2,61.7,55.0,3625,5.82,5.85,3.6
0.9,Good,F,SI1,62.4,55.0,3898,6.17,6.21,3.86
1.2,Premium,H,SI2,59.6,60.0,4906,6.91,6.84,4.1
0.33,Premium,E,SI1,59.1,58.0,743,4.56,4.51,2.68
0.3,Very Good,G,VVS1,63.3,55.0,1013,4.3,4.26,2.71
0.31,Premium,G,VS2,61.2,59.0,471,4.36,4.4,2.68
0.26,Very Good,F,VVS1,61.3,58.0,562,4.13,4.16,2.54
1.54,Ideal,H,VVS2,62.6,56.0,12171,7.42,7.35,4.62
0.4,Ideal,H,SI2,62.6,55.0,625,4.73,4.76,2.97
0.26,Ideal,F,VVS1,62.4,56.0,599,4.1,4.11,2.56
0.3,Very Good,G,SI1,58.8,60.0,447,4.35,4.39,2.57
1.55,Premium,H,VS1,60.8,60.0,8593,7.54,7.5,4.57
0.53,Ideal,H,SI1,62.3,57.0,1197,5.2,5.24,3.25
1.0,Good,G,SI2,61.7,63.0,4493,6.36,6.37,3.93
0.35,Ideal,F,VS2,61.5,57.0,706,4.52,4.55,2.79
1.52,Ideal,D,SI1,60.6,58.0,14426,7.46,7.4,4.51
0.31,Premium,H,VVS2,62.6,60.0,802,4.33,4.29,2.7
0.33,Ideal,F,VS2,61.9,55.0,854,4.46,4.43,2.75
0.71,Good,E,VS2,59.2,61.0,2772,5.8,5.88,3.46
1.01,Ideal,F,VS2,62.5,55.0,7338,6.38,6.41,4.0
0.53,Very Good,D,VVS2,60.5,57.0,2542,5.23,5.31,3.19
0.33,Ideal,I,SI1,62.7,56.0,572,4.44,4.4,2.77
0.4,Ideal,D,VVS2,61.2,56.0,1693,4.76,4.78,2.92
1.31,Premium,H,VS2,62.1,58.0,6368,7.01,6.86,4.31
1.56,Premium,G,VS1,60.2,60.0,13079,7.47,7.52,4.51
1.0,Very Good,E,SI2,63.5,56.0,4704,6.38,6.31,4.03
0.34,Premium,D,SI1,59.6,59.0,803,4.57,4.55,2.72
0.4,Very Good,E,SI2,63.5,56.0,798,4.71,4.68,2.98
0.7,Ideal,F,VS2,62.3,55.0,2622,5.71,5.65,3.54
0.3,Ideal,E,VVS1,61.2,57.0,895,4.33,4.36,2.66
0.26,Very Good,H,VVS2,63.4,55.0,565,4.06,4.05,2.57
0.33,Ideal,G,VVS2,62.7,55.0,752,4.41,4.46,2.78
0.9,Very Good,G,SI2,62.3,58.0,3398,6.15,6.2,3.85
0.92,Premium,F,SI2,59.3,61.0,3864,6.36,6.29,3.75
0.51,Ideal,E,SI2,61.0,56.0,1205,5.2,5.16,3.16
0.82,Premium,G,SI2,62.3,58.0,2456,5.96,5.98,3.72
1.5,Premium,E,SI2,61.1,58.0,7560,7.34,7.31,4.47
2.21,Premium,F,SI2,59.6,60.0,16657,8.53,8.49,5.07
1.02,Premium,F,VS1,61.9,58.0,7485,6.5,6.45,4.01
1.01,Fair,E,SI2,57.1,59.0,4600,6.65,6.69,3.81
0.7,Fair,D,SI1,66.2,57.0,2550,5.56,5.41,3.63
0.34,Ideal,H,VS2,61.2,55.0,517,4.49,4.53,2.76
0.71,Ideal,H,VS2,61.8,55.0,3080,5.75,5.78,3.56
0.77,Premium,E,SI2,58.2,60.0,2360,6.01,5.95,3.48
0.7,Ideal,F,VVS1,62.7,54.0,4021,5.66,5.7,3.56
0.3,Ideal,G,SI1,61.4,57.0,477,4.28,4.32,2.64
0.58,Ideal,G,VS2,62.3,53.7,1632,5.35,5.38,3.34
3.01,Good,I,SI2,63.9,60.0,18242,9.06,9.01,5.77
1.08,Ideal,G,VS2,62.1,57.0,5559,6.54,6.57,4.07
0.39,Ideal,G,VS2,62.5,54.0,857,4.67,4.7,2.93
0.41,Ideal,H,VVS1,60.5,55.0,971,4.83,4.89,2.94
0.34,Ideal,H,VS2,61.5,56.0,555,4.47,4.5,2.76
0.31,Ideal,D,VS2,62.1,55.0,734,4.31,4.32,2.68
1.04,Very Good,F,VS2,60.1,59.0,6342,6.56,6.61,3.96
0.31,Ideal,E,VS2,62.4,54.0,680,4.31,4.35,2.7
0.7,Good,D,SI1,61.3,61.0,2980,5.63,5.69,3.47
1.5,Premium,G,VS1,62.7,58.0,14105,7.25,7.3,4.56
0.51,Ideal,E,SI1,60.8,57.0,1437,5.17,5.22,3.16
0.3,Very Good,E,VS2,61.6,61.0,585,4.26,4.31,2.64
1.03,Fair,D,SI2,66.4,56.0,3743,6.31,6.19,4.15
1.5,Ideal,I,VS1,60.5,56.0,9533,7.38,7.46,4.49
0.7,Premium,E,VS2,61.4,59.0,2858,5.73,5.7,3.51
0.42,Ideal,E,SI1,61.5,55.0,773,4.82,4.9,2.99
0.4,Ideal,F,VS1,61.4,57.0,960,4.74,4.77,2.92
1.08,Very Good,H,VS2,58.1,62.0,5524,6.72,6.74,3.91
1.62,Ideal,H,VS2,61.5,61.0,12542,7.53,7.48,4.62
0.32,Ideal,G,IF,61.6,55.0,918,4.42,4.45,2.73
0.47,Fair,E,VS2,56.3,64.0,1075,5.19,5.14,2.91
0.72,Good,G,VS2,63.4,53.0,2311,5.72,5.79,3.64
1.04,Ideal,F,SI1,62.2,57.0,4770,6.5,6.4,4.01
1.51,Premium,H,I1,61.9,58.0,6038,7.39,7.34,4.56
1.02,Ideal,G,VS2,62.8,57.0,6169,6.46,6.41,4.04
0.85,Premium,I,I1,59.6,58.0,1796,6.24,6.14,3.69
1.0,Ideal,E,VS2,62.1,56.0,6720,6.42,6.39,3.98
1.01,Ideal,E,VS2,61.5,57.0,7288,6.44,6.48,3.97
0.77,Ideal,E,SI2,62.4,56.0,2677,5.83,5.86,3.65
1.0,Good,D,SI1,64.1,56.0,6328,6.28,6.24,4.01
0.32,Ideal,G,SI2,62.5,55.0,540,4.4,4.37,2.74
0.53,Ideal,J,SI2,61.9,54.0,856,5.2,5.23,3.23
2.01,Good,H,SI2,63.7,59.0,12423,7.89,7.84,5.01
1.02,Very Good,G,VS2,62.1,59.0,6058,6.41,6.47,4.0
2.22,Premium,J,SI2,61.8,58.0,13703,8.42,8.31,5.17
0.31,Very Good,G,VVS1,58.8,59.0,778,4.44,4.47,2.62
0.32,Ideal,E,SI1,61.5,55.0,682,4.4,4.44,2.72
0.33,Ideal,I,SI2,61.8,55.0,403,4.49,4.51,2.78
1.07,Ideal,F,SI1,59.4,57.0,5436,6.73,6.67,3.98
1.06,Very Good,E,IF,62.4,55.0,12642,6.5,6.54,4.07
1.22,Premium,G,SI2,61.6,62.0,5226,6.79,6.75,4.17
1.22,Good,G,VS2,59.9,61.0,8533,6.88,6.91,4.13
1.01,Premium,E,SI2,62.5,60.0,4355,6.39,6.42,4.0
0.36,Premium,I,VS1,60.9,61.0,729,4.61,4.58,2.8
0.73,Ideal,H,VVS1,61.6,57.0,3005,5.81,5.78,3.57
0.33,Very Good,G,VVS2,60.9,57.0,752,4.43,4.5,2.72
0.71,Very Good,E,SI1,62.0,59.0,2573,5.69,5.76,3.55
0.51,Premium,G,VVS1,62.4,58.0,2027,5.13,5.09,3.19
0.51,Premium,F,SI1,60.7,58.0,1421,5.14,5.1,3.11
1.06,Ideal,H,SI2,62.8,57.0,4452,6.57,6.49,4.1
0.32,Ideal,G,VVS2,61.4,55.0,936,4.43,4.4,2.71
0.7,Premium,E,SI1,61.8,59.0,2396,5.63,5.57,3.46
2.01,Good,I,SI1,58.5,62.0,14998,8.24,8.31,4.84
1.08,Ideal,H,SI1,62.2,57.0,4413,6.6,6.56,4.09
0.77,Very Good,H,VS1,61.3,60.0,2765,5.88,5.9,3.61
1.01,Very Good,F,SI2,62.3,59.0,4384,6.31,6.37,3.95
1.02,Ideal,G,SI1,59.2,57.0,4633,6.52,6.56,3.87
1.0,Good,G,VS2,59.3,61.0,5766,6.51,6.57,3.88
0.26,Very Good,D,VS2,59.6,63.0,420,4.13,4.16,2.47
1.64,Premium,I,SI1,62.4,58.0,8716,7.58,7.52,4.71
1.01,Premium,F,VS2,59.2,61.0,6900,6.59,6.55,3.89
0.24,Ideal,H,VVS2,62.5,54.0,442,3.95,3.98,2.48
0.33,Very Good,E,SI1,63.4,55.0,743,4.4,4.37,2.78
0.38,Ideal,H,VVS2,62.3,53.3,832,4.65,4.69,2.91
0.41,Ideal,F,IF,61.7,56.0,1439,4.79,4.83,2.97
1.13,Ideal,G,VVS2,62.3,57.0,9333,6.62,6.66,4.14
1.01,Premium,E,VVS2,62.4,58.0,9711,6.42,6.36,3.99
0.38,Very Good,H,SI1,60.1,57.0,662,4.73,4.75,2.85
0.71,Premium,E,SI1,58.9,61.0,2329,5.79,5.75,3.4
0.7,Good,H,I1,57.4,63.0,1255,5.89,5.8,3.36
0.3,Premium,H,SI1,62.9,59.0,554,4.28,4.24,2.68
1.52,Good,G,SI2,63.1,58.0,7933,7.21,7.3,4.58
0.6,Ideal,H,SI2,61.7,54.0,1250,5.44,5.48,3.37
0.3,Ideal,H,VVS1,62.0,56.0,665,4.29,4.32,2.67
0.4,Ideal,E,SI2,61.3,56.0,629,4.75,4.78,2.92
1.5,Very Good,E,SI1,62.0,57.0,11690,7.25,7.33,4.52
1.1,Ideal,G,VS2,62.0,56.0,6653,6.68,6.6,4.12
0.24,Very Good,D,VS1,61.1,60.0,367,3.96,3.99,2.43
0.9,Premium,F,SI2,62.6,62.0,3210,6.06,6.01,3.78
0.73,Premium,D,SI2,61.0,61.0,1730,5.81,5.74,3.52
0.57,Premium,F,SI2,61.4,56.0,1176,5.38,5.29,3.28
0.74,Premium,G,SI2,62.5,56.0,2398,5.81,5.75,3.61
0.9,Very Good,G,SI1,61.3,60.0,3841,6.14,6.17,3.77
0.31,Very Good,G,VS2,59.0,60.0,544,4.37,4.41,2.59
0.54,Premium,G,SI2,61.4,59.0,1090,5.21,5.24,3.21
0.5,Ideal,G,SI2,61.2,56.0,1011,5.13,5.17,3.15
1.53,Very Good,E,SI1,60.8,60.0,12386,7.43,7.51,4.54
0.7,Good,E,SI2,62.2,63.0,1860,5.65,5.6,3.5
1.0,Very Good,E,VS2,59.4,59.0,6377,6.44,6.46,3.83
0.26,Ideal,G,VVS2,61.4,56.0,545,4.11,4.14,2.53
0.7,Premium,H,SI2,61.7,58.0,1982,5.72,5.69,3.52
1.21,Ideal,G,VS2,61.2,57.0,7792,6.9,6.85,4.21
0.53,Ideal,F,VVS2,61.0,57.0,2269,5.23,5.26,3.22
0.55,Premium,D,VS2,61.3,60.0,2030,5.29,5.28,3.24
0.61,Premium,F,VVS2,63.0,60.0,2319,5.35,5.29,3.35
0.7,Ideal,D,VS2,61.2,57.0,3788,5.69,5.75,3.5
0.4,Very Good,E,SI1,60.9,56.0,737,4.76,4.8,2.91
1.01,Good,E,SI1,58.6,62.0,5233,6.58,6.6,3.86
0.4,Ideal,E,VVS2,61.7,56.0,1238,4.77,4.73,2.93
1.02,Good,H,SI2,64.3,60.0,3713,6.36,6.25,4.06
0.73,Premium,E,SI1,61.3,58.0,2821,5.83,5.76,3.55
1.01,Premium,F,VS1,62.6,58.0,6176,6.48,6.37,4.02
0.34,Ideal,E,SI1,62.3,57.0,596,4.48,4.51,2.8
1.33,Ideal,H,SI1,62.7,56.0,7088,6.99,7.04,4.4
0.46,Very Good,I,VS2,62.3,57.0,918,4.87,4.92,3.05
1.05,Very Good,G,VS1,61.8,58.0,6766,6.5,6.55,4.03
0.63,Premium,G,VS2,60.4,58.0,2391,5.6,5.59,3.38
0.46,Very Good,F,SI2,62.6,58.0,815,4.88,4.96,3.08
1.01,Premium,F,SI1,61.7,58.0,5202,6.44,6.39,3.96
1.08,Ideal,D,VS1,61.1,56.0,9545,6.59,6.63,4.04
0.37,Premium,E,VS2,61.8,59.0,1041,4.6,4.56,2.83
0.5,Very Good,F,SI1,60.2,62.0,1213,5.1,5.13,3.08
2.14,Premium,I,VS2,60.7,59.0,17038,8.28,8.33,5.04
0.6,Premium,E,SI1,59.4,60.0,1771,5.57,5.51,3.29
0.3,Premium,H,VVS1,61.1,61.0,819,4.3,4.27,2.62
1.52,Premium,G,VS2,60.9,61.0,12738,7.41,7.38,4.5
1.04,Ideal,F,SI2,61.8,56.0,4630,6.53,6.49,4.02
0.4,Very Good,E,VS2,61.2,60.0,912,4.79,4.68,2.9
0.52,Premium,F,SI1,59.5,59.0,1244,5.24,5.31,3.14
0.7,Good,G,SI1,63.9,58.0,2218,5.57,5.51,3.54
1.01,Good,F,SI1,57.4,57.0,4632,6.52,6.48,3.73
1.0,Very Good,F,VVS1,62.5,57.0,9201,6.31,6.36,3.96
1.0,Good,E,VS2,63.1,56.0,6776,6.37,6.41,4.03
1.21,Premium,H,SI2,62.1,56.0,5082,6.8,6.76,4.21
0.71,Very Good,E,SI2,62.2,58.0,2313,5.68,5.73,3.55
0.72,Ideal,I,VVS2,61.3,56.0,2591,5.77,5.8,3.55
1.04,Very Good,D,SI2,62.9,58.0,5265,6.41,6.47,4.05
1.3,Premium,G,VS2,62.2,58.0,8854,6.92,6.98,4.32
0.45,Ideal,H,VS1,62.0,54.0,888,4.92,4.95,3.06
0.93,Very Good,I,VS1,62.5,58.0,3562,6.2,6.25,3.89
0.24,Very Good,E,VVS2,60.8,58.0,552,3.99,4.03,2.44
0.41,Good,E,SI1,59.5,62.0,760,4.85,4.87,2.89
0.6,Premium,H,I1,60.1,60.0,806,5.51,5.44,3.29
0.37,Premium,D,SI1,62.2,58.0,874,4.62,4.58,2.86
1.0,Premium,E,SI1,62.7,61.0,5027,6.37,6.32,3.98
0.36,Premium,F,SI1,60.2,58.0,576,4.6,4.63,2.78
0.4,Ideal,H,VVS1,62.0,54.0,1017,4.72,4.76,2.94
2.01,Very Good,H,VS1,63.5,53.0,15930,8.04,7.97,5.08
0.39,Ideal,J,SI2,62.6,54.0,451,4.64,4.69,2.92
1.01,Very Good,G,SI1,62.7,58.0,5231,6.35,6.4,4.0
0.9,Very Good,H,VS1,62.3,59.0,4592,6.12,6.17,3.83
1.21,Very Good,E,SI1,61.0,60.0,5885,6.83,6.88,4.18
0.33,Very Good,J,VVS2,62.1,56.0,499,4.44,4.45,2.76
1.51,Premium,E,SI1,62.9,62.0,9647,7.31,7.21,4.57
1.07,Very Good,F,VS1,62.0,56.0,7513,6.51,6.55,4.05
0.31,Premium,E,VS1,60.5,59.0,734,4.36,4.37,2.64
1.02,Very Good,D,VS2,62.7,58.0,6974,6.35,6.44,4.01
0.43,Ideal,E,VVS2,60.8,57.0,1135,4.9,4.87,2.97
0.31,Ideal,D,VS2,59.0,57.0,942,4.48,4.44,2.63
1.4,Ideal,J,VS2,62.2,57.0,6633,7.17,7.08,4.43
0.3,Very Good,E,SI2,61.7,61.0,421,4.29,4.33,2.66
0.3,Ideal,F,VS1,61.0,56.0,570,4.35,4.37,2.66
0.25,Very Good,F,VS1,62.1,58.0,436,4.0,4.05,2.5
1.01,Ideal,G,SI1,62.9,54.0,4672,6.47,6.41,4.05
0.71,Ideal,H,VS1,62.8,57.0,2685,5.65,5.72,3.57
0.31,Ideal,E,VS2,61.9,55.0,680,4.36,4.39,2.71
0.81,Ideal,I,SI2,61.7,59.0,2386,5.92,6.0,3.68
1.54,Premium,D,VS2,59.3,59.0,16736,7.54,7.61,4.49
0.56,Ideal,G,VVS2,61.4,54.0,2004,5.33,5.35,3.28
0.74,Ideal,G,SI2,61.7,56.0,2690,5.8,5.87,3.6
0.3,Ideal,E,SI1,61.3,56.0,640,4.34,4.37,2.67
0.91,Very Good,G,VVS2,62.1,60.0,4913,6.14,6.19,3.83
0.6,Ideal,G,VVS1,62.0,55.5,2524,5.37,5.42,3.35
0.3,Premium,I,VS1,61.6,60.0,473,4.27,4.3,2.64
